SUMMARY,DATE,AGENT,server_name,day_of_week,hour_of_day,AGENT_encoded,DATE_numeric,svm_results
Process : TaskRoutingService is running successfully,2023-01-17 23:25:28,Application,Application_server_517,1,23,0,1673997928000000000,1
"[MAN] Log /var/log/messages temperature above threshold, cpu clock throttled (total events = 1083)",2023-01-17 23:30:06,linux_ix86,linux_ix86_server_101,1,23,2,1673998206000000000,1
splunkd is running successfully,2023-01-17 23:35:03,Application,Application_server_421,1,23,0,1673998503000000000,1
Service: Domain Time Client is running,2023-01-17 23:40:03,ms_win,ms_win_server_91,1,23,3,1673998803000000000,1
Service: enstart64 is running,2023-01-17 23:44:55,ms_win,ms_win_server_59,1,23,3,1673999095000000000,1
Process : nbrmms is running successfully,2023-01-17 23:49:55,Application,Application_server_274,1,23,0,1673999395000000000,1
Filesystem:  / is 80 full,2023-01-17 23:54:30,linux_ix86,linux_ix86_server_102,1,23,2,1673999670000000000,1
CHRONY : process is running successfully,2023-01-17 23:59:24,linux_ix86,linux_ix86_server_102,1,23,2,1673999964000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-18 00:04:12,Application,Application_server_435,2,0,0,1674000252000000000,1
Service: syslog-ng Agent is Stopped,2023-01-18 00:08:50,ms_win,ms_win_server_24,2,0,3,1674000530000000000,1
CHRONY : process is running successfully,2023-01-18 00:13:56,linux_ix86,linux_ix86_server_123,2,0,2,1674000836000000000,1
Filesystem:  / is 90 full,2023-01-18 00:19:23,linux_ix86,linux_ix86_server_29,2,0,2,1674001163000000000,1
Process : nbrmms is running successfully,2023-01-18 00:24:12,Application,Application_server_79,2,0,0,1674001452000000000,1
Process : nbrmms is running successfully,2023-01-18 00:28:58,Application,Application_server_183,2,0,0,1674001738000000000,1
Process : nbsl is running successfully,2023-01-18 00:34:30,Application,Application_server_60,2,0,0,1674002070000000000,1
Service: masvc is running,2023-01-18 00:39:47,ms_win,ms_win_server_61,2,0,3,1674002387000000000,1
Current memory usage percentage is 80%,2023-01-18 00:44:35,Application,Application_server_270,2,0,0,1674002675000000000,1
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(vxattachd) - successfully complete.,2023-01-18 00:49:34,linux_ix86,linux_ix86_server_142,2,0,2,1674002974000000000,1
Process : nbrmms is running successfully,2023-01-18 00:54:23,Application,Application_server_363,2,0,0,1674003263000000000,1
Process : nbrmms is running successfully,2023-01-18 00:59:00,Application,Application_server_305,2,0,0,1674003540000000000,1
Process : nbsvcmon is running successfully,2023-01-18 01:03:53,Application,Application_server_95,2,1,0,1674003833000000000,1
Filesystem:  / is 45 full,2023-01-18 01:06:05,linux_ix86,linux_ix86_server_55,2,1,2,1674003965000000000,1
system: Processor Queue Length is 0,2023-01-18 01:09:05,ms_win,ms_win_server_40,2,1,3,1674004145000000000,1
CHRONY : process is running successfully,2023-01-18 01:14:17,linux_ix86,linux_ix86_server_30,2,1,2,1674004457000000000,1
"[MAN] Log /var/log/messages temperature above threshold, cpu clock throttled (total events = 1083)",2023-01-18 01:18:40,linux_ix86,linux_ix86_server_140,2,1,2,1674004720000000000,-1
"[MAN] Log /var/log/messages temperature above threshold, cpu clock throttled (total events = 1083)",2023-01-18 01:24:06,linux_ix86,linux_ix86_server_104,2,1,2,1674005046000000000,1
CHRONY : process is running successfully,2023-01-18 01:28:39,linux_ix86,linux_ix86_server_148,2,1,2,1674005319000000000,1
Current memory usage percentage is 80%,2023-01-18 01:33:35,Application,Application_server_294,2,1,0,1674005615000000000,1
Process : TaskRoutingService is running successfully,2023-01-18 01:38:22,Application,Application_server_72,2,1,0,1674005902000000000,1
Service: enstart64 is running,2023-01-18 01:43:45,ms_win,ms_win_server_59,2,1,3,1674006225000000000,1
[MAN] The PERC1 battery is high.,2023-01-18 01:48:40,dell-idrac,dell-idrac_server_1,2,1,1,1674006520000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-18 01:53:38,Application,Application_server_244,2,1,0,1674006818000000000,-1
Service: Domain Time Client is Stopped,2023-01-18 01:58:23,ms_win,ms_win_server_53,2,1,3,1674007103000000000,1
splunkd is running successfully,2023-01-18 02:02:29,Application,Application_server_246,2,2,0,1674007349000000000,-1
Process : nbsvcmon is running successfully,2023-01-18 02:07:12,Application,Application_server_264,2,2,0,1674007632000000000,1
[MAN] The PERC1 battery is medium.,2023-01-18 02:12:19,dell-idrac,dell-idrac_server_34,2,2,1,1674007939000000000,1
Process : nbrmms is running successfully,2023-01-18 02:17:55,Application,Application_server_123,2,2,0,1674008275000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-18 02:23:05,Application,Application_server_521,2,2,0,1674008585000000000,1
Total CPU Utilization = 60%,2023-01-18 02:28:06,Application,Application_server_373,2,2,0,1674008886000000000,1
CHRONY : process is running successfully,2023-01-18 02:32:55,linux_ix86,linux_ix86_server_45,2,2,2,1674009175000000000,1
Process : TaskRoutingService is running successfully,2023-01-18 02:38:02,Application,Application_server_493,2,2,0,1674009482000000000,1
Process : TaskRoutingService is running successfully,2023-01-18 02:42:16,Application,Application_server_175,2,2,0,1674009736000000000,1
Process : P84xConnectorService is running successfully,2023-01-18 02:47:03,Application,Application_server_131,2,2,0,1674010023000000000,1
Current memory usage percentage is 60%,2023-01-18 02:52:00,Application,Application_server_44,2,2,0,1674010320000000000,1
Process : nbrmms is running successfully,2023-01-18 02:57:13,Application,Application_server_169,2,2,0,1674010633000000000,1
Process : nbsvcmon is running successfully,2023-01-18 03:01:57,Application,Application_server_393,2,3,0,1674010917000000000,1
Process : java is running successfully,2023-01-18 03:06:31,Application,Application_server_234,2,3,0,1674011191000000000,1
Process : nbsl is not running,2023-01-18 03:11:45,Application,Application_server_378,2,3,0,1674011505000000000,1
CHRONY : process is running successfully,2023-01-18 03:16:42,linux_ix86,linux_ix86_server_161,2,3,2,1674011802000000000,1
Total CPU Utilization = 60%,2023-01-18 03:22:03,Application,Application_server_62,2,3,0,1674012123000000000,1
[MAN] Predictive failure reported for Disk 0 in Backplane 1 of Integrated RAID Controller 1.,2023-01-18 03:27:09,dell-idrac,dell-idrac_server_9,2,3,1,1674012429000000000,1
*CP01*nodeagent is missing,2023-01-18 03:32:33,websphere,websphere_server_28,2,3,4,1674012753000000000,1
Process : P84xConnectorService is running successfully,2023-01-18 03:37:56,Application,Application_server_103,2,3,0,1674013076000000000,1
splunkd is running successfully,2023-01-18 03:42:27,Application,Application_server_100,2,3,0,1674013347000000000,1
Total CPU Utilization = 65%,2023-01-18 03:47:09,Application,Application_server_221,2,3,0,1674013629000000000,1
splunkd is running successfully,2023-01-18 03:52:20,Application,Application_server_418,2,3,0,1674013940000000000,1
Service: syslog-ng Agent is running,2023-01-18 03:57:19,ms_win,ms_win_server_102,2,3,3,1674014239000000000,1
Process : nbsl is running successfully,2023-01-18 04:02:44,Application,Application_server_246,2,4,0,1674014564000000000,1
Process : nbrmms is running successfully,2023-01-18 04:07:16,Application,Application_server_150,2,4,0,1674014836000000000,1
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-18 04:12:31,websphere,websphere_server_34,2,4,4,1674015151000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-18 04:17:39,Application,Application_server_3,2,4,0,1674015459000000000,1
Process : TaskRoutingService is running successfully,2023-01-18 04:22:43,Application,Application_server_382,2,4,0,1674015763000000000,1
Process : nbsl is running successfully,2023-01-18 04:27:34,Application,Application_server_358,2,4,0,1674016054000000000,1
Current memory usage percentage is 60%,2023-01-18 04:32:22,Application,Application_server_344,2,4,0,1674016342000000000,1
system: Processor Queue Length is 0,2023-01-18 04:37:06,ms_win,ms_win_server_2,2,4,3,1674016626000000000,1
splunkd is running successfully,2023-01-18 04:42:05,Application,Application_server_182,2,4,0,1674016925000000000,1
CHRONY : process is running successfully,2023-01-18 04:47:01,linux_ix86,linux_ix86_server_45,2,4,2,1674017221000000000,1
Process : P84xConnectorService is running successfully,2023-01-18 04:52:10,Application,Application_server_122,2,4,0,1674017530000000000,1
Process : P84xConnectorService is running successfully,2023-01-18 04:56:50,Application,Application_server_144,2,4,0,1674017810000000000,1
splunkd is running successfully,2023-01-18 05:01:18,Application,Application_server_383,2,5,0,1674018078000000000,1
[MAN] Log /var/log/messages blocked for more than 120 seconds.,2023-01-18 05:06:36,linux_ix86,linux_ix86_server_19,2,5,2,1674018396000000000,1
Total CPU Utilization = 50%,2023-01-18 05:11:53,Application,Application_server_180,2,5,0,1674018713000000000,1
Process : nbsvcmon is running successfully,2023-01-18 05:16:48,Application,Application_server_273,2,5,0,1674019008000000000,1
Process : nbsvcmon is running successfully,2023-01-18 05:21:49,Application,Application_server_182,2,5,0,1674019309000000000,1
[MAN] The system inlet temperature is less than the lower critical threshold.,2023-01-18 05:26:44,dell-idrac,dell-idrac_server_37,2,5,1,1674019604000000000,1
Process : nbrmms is running successfully,2023-01-18 05:31:55,Application,Application_server_521,2,5,0,1674019915000000000,1
[MAN] The system inlet temperature is above than the lower critical threshold.,2023-01-18 05:36:40,dell-idrac,dell-idrac_server_24,2,5,1,1674020200000000000,1
Process : P84xConnectorService is running successfully,2023-01-18 05:41:49,Application,Application_server_471,2,5,0,1674020509000000000,1
Process : nbsl is running successfully,2023-01-18 05:46:38,Application,Application_server_68,2,5,0,1674020798000000000,1
Process : nbsl is running successfully,2023-01-18 05:51:34,Application,Application_server_509,2,5,0,1674021094000000000,1
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-18 05:56:31,Application,Application_server_75,2,5,0,1674021391000000000,1
[MAN] Log /var/log/messages NIC Link is Up.,2023-01-18 06:01:31,linux_ix86,linux_ix86_server_124,2,6,2,1674021691000000000,1
Filesystem:  / is 75 full,2023-01-18 06:06:30,linux_ix86,linux_ix86_server_110,2,6,2,1674021990000000000,1
Process : java is running successfully,2023-01-18 06:11:52,Application,Application_server_329,2,6,0,1674022312000000000,1
CHRONY : process is running successfully,2023-01-18 06:16:48,linux_ix86,linux_ix86_server_1,2,6,2,1674022608000000000,1
Total CPU Utilization = 50%,2023-01-18 06:21:15,Application,Application_server_406,2,6,0,1674022875000000000,1
Process : P84xConnectorService is running successfully,2023-01-18 06:26:34,Application,Application_server_97,2,6,0,1674023194000000000,1
system: Processor Queue Length is 0,2023-01-18 06:31:29,ms_win,ms_win_server_29,2,6,3,1674023489000000000,1
[MAN] The PERC1 battery is high.,2023-01-18 06:36:44,dell-idrac,dell-idrac_server_42,2,6,1,1674023804000000000,1
Service: masvc is running,2023-01-18 06:41:28,ms_win,ms_win_server_16,2,6,3,1674024088000000000,1
[MAN] The system inlet temperature is above than the lower critical threshold.,2023-01-18 06:46:12,dell-idrac,dell-idrac_server_50,2,6,1,1674024372000000000,1
Service: masvc is Stopped,2023-01-18 06:51:11,ms_win,ms_win_server_56,2,6,3,1674024671000000000,1
Total CPU Utilization = 50%,2023-01-18 06:56:08,Application,Application_server_407,2,6,0,1674024968000000000,1
Process : TaskRoutingService is running successfully,2023-01-18 07:00:39,Application,Application_server_243,2,7,0,1674025239000000000,1
Process : nbsvcmon is running successfully,2023-01-18 07:05:38,Application,Application_server_332,2,7,0,1674025538000000000,1
Process : TaskRoutingService is running successfully,2023-01-18 07:10:30,Application,Application_server_49,2,7,0,1674025830000000000,1
splunkd is running successfully,2023-01-18 07:15:05,Application,Application_server_243,2,7,0,1674026105000000000,1
[MAN] Log /var/log/messages kernel: sd Unrecovered read error.,2023-01-18 07:20:07,linux_ix86,linux_ix86_server_143,2,7,2,1674026407000000000,1
system: Processor Queue Length is 0,2023-01-18 07:24:47,ms_win,ms_win_server_21,2,7,3,1674026687000000000,1
[MAN] The system inlet temperature is above than the lower critical threshold.,2023-01-18 07:29:38,dell-idrac,dell-idrac_server_46,2,7,1,1674026978000000000,1
Process : nbsvcmon is running successfully,2023-01-18 07:34:23,Application,Application_server_386,2,7,0,1674027263000000000,1
system: Processor Queue Length is 0,2023-01-18 07:40:02,ms_win,ms_win_server_30,2,7,3,1674027602000000000,1
Process : java is running successfully,2023-01-18 07:44:55,Application,Application_server_261,2,7,0,1674027895000000000,1
Process : nbsvcmon is running successfully,2023-01-18 07:49:39,Application,Application_server_80,2,7,0,1674028179000000000,1
Process : nbrmms is running successfully,2023-01-18 07:54:47,Application,Application_server_368,2,7,0,1674028487000000000,1
Process : java is not running,2023-01-18 07:59:00,Application,Application_server_391,2,7,0,1674028740000000000,1
Filesystem:  / is 75 full,2023-01-18 08:03:46,linux_ix86,linux_ix86_server_119,2,8,2,1674029026000000000,1
Process : TaskRoutingService is running successfully,2023-01-18 08:08:48,Application,Application_server_5,2,8,0,1674029328000000000,1
[MAN] The system inlet temperature is less than the lower critical threshold.,2023-01-18 08:13:59,dell-idrac,dell-idrac_server_29,2,8,1,1674029639000000000,1
Process : nbsvcmon is running successfully,2023-01-18 08:18:28,Application,Application_server_62,2,8,0,1674029908000000000,1
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-18 08:23:15,websphere,websphere_server_15,2,8,4,1674030195000000000,1
Process : TaskRoutingService is running successfully,2023-01-18 08:28:24,Application,Application_server_392,2,8,0,1674030504000000000,1
Process : nbsvcmon is running successfully,2023-01-18 08:33:22,Application,Application_server_213,2,8,0,1674030802000000000,1
Process : java is running successfully,2023-01-18 08:38:35,Application,Application_server_224,2,8,0,1674031115000000000,1
Service: masvc is running,2023-01-18 08:43:12,ms_win,ms_win_server_78,2,8,3,1674031392000000000,-1
Process : nbsl is running successfully,2023-01-18 08:48:32,Application,Application_server_54,2,8,0,1674031712000000000,1
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(vxattachd) - successfully complete.,2023-01-18 08:53:19,linux_ix86,linux_ix86_server_30,2,8,2,1674031999000000000,1
Process : nbsvcmon is running successfully,2023-01-18 08:58:14,Application,Application_server_330,2,8,0,1674032294000000000,1
Process : nbsl is running successfully,2023-01-18 09:03:33,Application,Application_server_40,2,9,0,1674032613000000000,-1
Service: Domain Time Client is running,2023-01-18 09:08:23,ms_win,ms_win_server_108,2,9,3,1674032903000000000,1
Process : nbsvcmon is running successfully,2023-01-18 09:13:03,Application,Application_server_28,2,9,0,1674033183000000000,1
